meal_name,Calories,Proteins,Carbs,Fats,sugar_g,diet_type
Other,2219.0,116.51,291.82,78.23,20.85,Balanced
Other,1650.0,121.33,304.84,80.49,9.84,Keto
Other,2006.0,80.86,200.46,54.1,31.44,Balanced
Other,1349.0,89.5,224.0,60.07,3.37,Vegan
Other,1862.0,100.29,248.67,66.58,15.6,Keto
Other,2390.0,98.81,245.72,65.58,36.71,Paleo
Other,1414.0,106.08,265.49,70.16,16.33,Low-Carb
Other,3041.0,98.63,247.58,65.63,44.76,Balanced
Other,1707.0,137.76,343.36,91.87,49.05,Balanced
Other,1639.0,94.41,236.05,63.15,0.66,Paleo
Other,1513.0,97.18,241.02,64.71,43.55,Vegan
Other,1352.0,83.11,207.57,55.5,1.39,Keto
Other,3288.0,118.1,296.4,78.96,11.12,Paleo
Other,2880.0,100.25,249.59,66.34,45.17,Vegetarian
Other,2208.0,75.53,190.06,50.47,28.58,Paleo
Other,1534.0,122.28,306.11,81.22,3.61,Low-Carb
Other,1763.0,78.98,199.57,52.88,24.2,Vegetarian
Other,2516.0,105.1,261.34,69.79,19.08,Low-Carb
Other,1436.0,62.72,156.86,41.35,35.38,Vegetarian
Other,1704.0,80.73,201.61,53.84,1.5,Balanced
Other,2018.0,87.68,217.89,57.72,27.01,Low-Carb
Other,2203.0,109.27,276.81,72.93,2.9,Vegan
Other,2386.0,94.77,239.12,63.08,12.81,Low-Carb
Other,2111.0,112.29,278.91,74.82,25.63,Vegan
Other,2948.0,120.11,300.15,80.24,23.82,Vegetarian
Other,1732.0,83.8,206.9,56.08,8.84,Vegetarian
Other,1845.0,66.11,165.94,44.05,3.02,Vegetarian
Other,1911.0,98.64,246.76,66.28,3.72,Paleo
Other,1985.0,82.65,209.57,55.85,16.36,Paleo
Other,3444.0,81.74,205.52,55.09,22.01,Keto
Other,1747.0,95.18,237.9,64.11,48.66,Paleo
Other,2651.0,93.22,231.78,62.33,17.81,Paleo
Other,2081.0,97.72,245.67,65.53,16.93,Low-Carb
Other,2915.0,78.91,199.68,52.75,1.56,Vegetarian
Other,1530.0,110.15,273.19,73.18,13.22,Vegetarian
Other,1398.0,91.74,228.38,61.11,41.05,Low-Carb
Other,2470.0,114.46,286.07,76.02,43.33,Low-Carb
Other,1772.0,101.2,251.41,67.65,14.94,Vegetarian
Other,2024.0,98.11,245.82,65.45,16.14,Balanced
Other,2366.0,101.63,254.4,68.34,42.72,Keto
Other,1518.0,82.5,203.46,55.06,37.37,Keto
Other,2740.0,108.42,269.43,72.0,7.97,Balanced
Other,1840.0,108.35,271.19,72.66,31.07,Low-Carb
Other,1482.0,133.58,334.42,88.76,39.03,Balanced
Other,1184.0,133.38,333.17,89.27,6.29,Balanced
Other,1773.0,93.18,233.08,61.86,14.47,Keto
Other,2732.0,101.15,254.41,67.87,48.6,Paleo
Other,1499.0,92.65,230.61,61.72,24.79,Low-Carb
Other,2117.0,121.56,301.87,80.82,13.49,Vegetarian
Other,3086.0,88.46,219.96,58.69,3.42,Vegan
Other,1603.0,140.13,350.8,93.86,38.22,Keto
Other,2010.0,85.84,212.35,57.17,8.5,Keto
Other,1231.0,76.81,192.67,50.54,29.9,Paleo
Other,1759.0,81.54,202.06,54.68,20.33,Vegetarian
Other,1952.0,129.9,323.97,86.64,43.18,Keto
Other,1421.0,156.45,390.52,104.69,25.64,Low-Carb
Other,1786.0,84.02,211.68,56.53,11.48,Low-Carb
Other,1823.0,92.95,232.19,61.5,0.2,Paleo
Other,1943.0,76.54,192.24,51.07,35.37,Paleo
Other,2224.0,100.52,251.23,66.47,39.25,Paleo
Other,2486.0,112.04,282.09,75.06,23.34,Keto
Other,2184.0,127.68,321.4,85.14,34.1,Keto
Other,2167.0,87.1,219.83,58.48,1.21,Low-Carb
Other,1372.0,94.94,239.54,63.81,37.13,Balanced
Other,2384.0,80.32,203.81,53.97,42.89,Balanced
Other,1125.0,85.74,211.51,56.9,48.7,Balanced
Other,1730.0,133.16,334.71,88.98,38.91,Vegetarian
Other,1869.0,123.72,308.97,82.68,46.51,Vegan
Other,2232.0,78.89,195.87,52.32,27.96,Vegan
Other,1681.0,105.42,264.33,70.56,15.87,Balanced
Other,2248.0,81.84,205.52,54.2,50.09,Vegan
Other,1435.0,84.51,209.78,55.48,27.36,Vegan
Other,2774.0,71.77,181.63,48.22,46.04,Vegan
Other,1549.0,88.0,220.94,59.11,11.69,Paleo
Other,2118.0,109.55,272.06,72.04,19.42,Balanced
Other,2096.0,117.13,290.22,78.44,22.32,Vegan
Other,3070.0,83.0,206.89,55.42,42.49,Paleo
Other,1951.0,77.66,197.52,51.97,15.52,Vegetarian
Other,2099.0,84.99,213.18,56.81,46.53,Low-Carb
Other,2260.0,96.39,241.61,64.52,49.06,Paleo
Other,1383.0,70.79,174.82,47.26,5.53,Keto
Other,1399.0,97.72,245.19,65.08,14.87,Low-Carb
Other,1875.0,84.9,212.5,56.65,34.25,Low-Carb
Other,1635.0,99.12,246.58,65.19,2.9,Low-Carb
Other,1470.0,84.24,211.08,55.98,11.1,Balanced
Other,3328.0,99.65,249.37,66.71,45.84,Vegetarian
Other,2378.0,94.84,237.07,62.92,12.85,Low-Carb
Other,1755.0,134.92,338.71,89.73,23.53,Vegan
Other,2370.0,101.0,253.48,68.38,0.54,Vegetarian
Other,2067.0,120.76,302.67,80.79,11.69,Vegetarian
Other,1547.0,124.67,309.92,82.39,41.9,Vegetarian
Other,3301.0,82.74,206.45,54.82,22.41,Vegetarian
Other,2321.0,78.18,195.04,51.89,34.92,Paleo
Other,3018.0,92.52,233.13,61.65,34.4,Vegan
Other,1864.0,81.58,204.19,54.88,45.34,Low-Carb
Other,2499.0,118.04,296.4,78.84,16.13,Vegan
Other,1489.0,77.24,191.81,51.04,49.82,Paleo
Other,2231.0,127.09,316.25,84.61,23.0,Balanced
Other,1929.0,121.9,303.84,81.89,26.48,Vegan
Other,3176.0,85.88,218.31,57.69,20.08,Vegan
Other,1853.0,104.78,261.06,69.55,33.68,Paleo
Other,2375.0,114.25,286.18,75.5,42.76,Low-Carb
Other,1718.0,103.18,258.62,68.72,12.06,Paleo
Other,1670.0,79.55,201.12,53.19,26.94,Keto
Other,1657.0,141.13,354.08,94.65,11.25,Balanced
Other,1526.0,68.52,169.73,45.06,16.68,Vegetarian
Other,2860.0,159.25,395.26,105.93,47.79,Balanced
Other,2321.0,158.48,396.24,105.9,47.02,Vegan
Other,2676.0,79.9,198.86,53.57,43.27,Low-Carb
Other,2363.0,145.4,363.89,96.79,47.09,Keto
Other,2401.0,96.63,242.75,64.28,10.64,Vegetarian
Other,1096.0,68.38,172.93,46.15,41.98,Paleo
Other,1688.0,89.62,222.72,59.25,20.65,Vegan
Other,1944.0,82.52,210.01,55.25,40.0,Balanced
Other,1864.0,79.48,199.1,52.64,19.11,Balanced
Other,1974.0,78.9,195.52,52.48,39.33,Vegan
Other,2271.0,113.38,283.58,75.34,10.43,Low-Carb
Other,1888.0,111.97,278.36,73.73,8.69,Keto
Other,2280.0,108.11,272.77,72.0,17.54,Vegan
Other,1876.0,86.69,218.59,58.2,18.54,Balanced
Other,1538.0,114.33,287.04,76.49,24.78,Balanced
Other,1180.0,70.42,177.25,47.32,10.06,Keto
Other,1746.0,146.45,365.39,97.81,6.8,Vegan
Other,3208.0,117.41,294.01,78.62,7.03,Vegan
Other,2555.0,82.17,206.4,54.7,14.15,Vegetarian
Other,1806.0,111.24,279.54,74.34,40.21,Balanced
Other,1521.0,107.62,268.53,71.61,10.21,Low-Carb
Other,1852.0,98.76,245.07,65.48,39.25,Paleo
Other,2112.0,101.13,253.95,67.87,4.73,Low-Carb
Other,1670.0,114.8,288.9,76.58,25.22,Keto
Other,2399.0,90.54,224.58,59.79,38.85,Balanced
Other,2991.0,83.6,208.06,55.42,39.94,Balanced
Other,1872.0,66.17,165.93,44.46,2.57,Keto
Other,2289.0,100.13,250.91,67.14,8.63,Balanced
Other,1437.0,83.24,211.63,56.05,27.57,Balanced
Other,1484.0,114.98,286.47,76.35,34.91,Keto
Other,1953.0,69.49,175.97,47.24,38.22,Vegan
Other,2797.0,82.53,205.82,55.2,3.74,Low-Carb
Other,1534.0,103.59,260.45,68.92,12.04,Vegan
Other,1659.0,94.72,239.8,64.06,42.06,Low-Carb
Other,2901.0,116.63,290.78,77.77,47.81,Vegetarian
Other,3261.0,86.11,218.24,57.64,20.39,Low-Carb
Other,1457.0,118.36,295.69,79.03,16.62,Low-Carb
Other,1671.0,96.87,240.37,64.68,45.6,Vegan
Other,2308.0,125.65,314.97,82.98,17.33,Paleo
Other,1546.0,117.3,293.23,78.45,18.28,Vegetarian
Other,2291.0,84.39,211.25,56.67,0.8,Vegetarian
Other,1132.0,103.63,258.55,68.97,44.53,Balanced
Other,2518.0,171.83,429.74,115.06,18.77,Balanced
Other,1394.0,113.57,282.71,75.52,11.87,Vegetarian
Other,2017.0,84.89,211.77,56.57,19.2,Vegetarian
Other,1833.0,98.08,244.47,65.04,42.19,Vegetarian
Other,1238.0,84.12,209.94,55.88,16.0,Keto
Other,2304.0,112.57,284.0,75.96,11.42,Paleo
Other,1798.0,135.63,336.42,89.97,41.39,Keto
Other,2811.0,61.84,155.54,41.16,1.48,Low-Carb
Other,950.0,111.45,278.83,74.84,46.43,Vegetarian
Other,2579.0,78.73,193.52,51.72,12.12,Keto
Other,2737.0,71.23,180.21,47.23,28.88,Low-Carb
Other,2323.0,94.83,236.55,62.87,13.1,Low-Carb
Other,2197.0,126.48,315.99,84.18,47.04,Low-Carb
Other,1085.0,120.26,299.4,79.86,31.08,Balanced
Other,1342.0,115.58,286.41,76.79,34.98,Low-Carb
Other,1900.0,87.02,218.07,58.48,16.35,Vegetarian
Other,2060.0,101.09,250.75,67.63,39.26,Vegan
Other,2067.0,71.29,178.78,47.79,36.69,Vegetarian
Other,2249.0,93.14,232.5,61.72,17.55,Low-Carb
Other,1667.0,93.29,235.82,62.51,8.84,Keto
Other,1639.0,97.92,245.2,65.02,7.21,Vegetarian
Other,1957.0,80.65,200.52,53.43,44.25,Low-Carb
Other,1854.0,155.21,388.5,103.57,8.7,Vegan
Other,1285.0,119.59,299.14,80.22,30.93,Low-Carb
Other,2564.0,72.79,181.42,48.4,9.66,Balanced
Other,1882.0,104.36,261.22,69.48,33.38,Low-Carb
Other,2441.0,160.66,402.38,107.37,48.69,Vegetarian
Other,1569.0,124.76,310.02,82.43,41.3,Paleo
Other,1969.0,128.35,318.42,85.7,29.0,Paleo
Other,1688.0,102.69,258.52,68.77,23.35,Paleo
Other,1594.0,88.33,218.98,58.71,28.9,Keto
Other,1479.0,88.34,222.67,59.07,11.73,Low-Carb
Other,2348.0,113.61,284.91,76.29,42.8,Keto
Other,1977.0,96.07,239.89,63.38,30.81,Vegetarian
Other,1603.0,138.15,347.07,91.97,21.11,Keto
Other,2162.0,122.38,307.83,82.33,18.09,Vegetarian
Other,2148.0,96.86,243.87,65.03,45.54,Paleo
Other,1578.0,79.75,200.9,53.43,36.93,Low-Carb
Other,2746.0,82.69,205.71,54.79,3.5,Balanced
Other,2235.0,91.44,227.83,61.3,5.75,Balanced
Other,2715.0,105.33,262.67,70.5,1.26,Keto
Other,1443.0,129.26,324.6,86.62,18.28,Vegetarian
Other,1676.0,141.27,352.57,94.45,11.2,Keto
Other,1924.0,124.81,311.81,82.87,30.65,Balanced
Other,1917.0,119.5,297.89,79.6,6.57,Low-Carb
Other,2190.0,79.36,200.38,53.34,39.21,Balanced
Other,1717.0,114.64,283.69,76.47,36.92,Low-Carb
Other,2317.0,89.02,221.89,59.03,15.45,Keto
Other,1341.0,90.21,225.08,59.93,37.21,Keto
Other,2438.0,125.89,313.85,84.12,17.07,Keto
Other,1770.0,98.35,241.69,65.09,27.02,Keto
Other,2009.0,104.53,262.31,69.71,19.43,Low-Carb
Other,2983.0,91.61,230.41,61.38,41.69,Vegan
Other,1463.0,119.38,299.11,79.28,18.1,Vegan
Other,2646.0,65.76,163.78,44.02,34.64,Balanced
Other,2276.0,71.43,177.19,46.72,8.47,Low-Carb
Other,1948.0,98.73,247.45,66.64,20.22,Low-Carb
Other,2430.0,161.61,400.57,107.59,48.14,Vegetarian
Other,1815.0,95.19,238.51,63.35,47.89,Vegan
Other,2203.0,66.59,166.79,44.09,39.67,Paleo
Other,2192.0,85.81,216.0,57.5,17.42,Paleo
Other,2501.0,80.45,203.49,54.0,9.73,Paleo
Other,1490.0,81.58,201.53,53.51,42.9,Low-Carb
Other,1364.0,109.65,275.87,72.97,12.96,Vegetarian
Other,1953.0,93.66,235.0,63.1,26.51,Balanced
Other,1946.0,91.5,230.29,61.46,38.65,Vegetarian
Other,1764.0,70.1,176.26,47.08,11.09,Balanced
Other,2346.0,101.56,255.68,68.06,0.05,Keto
Other,1449.0,97.73,243.32,65.15,46.19,Vegetarian
Other,1927.0,112.49,282.81,74.98,4.86,Low-Carb
Other,1748.0,136.6,339.98,91.04,30.7,Vegan
Other,1698.0,85.53,213.45,57.17,12.6,Low-Carb
Other,2108.0,72.52,181.06,48.64,28.09,Keto
Other,1320.0,83.92,209.05,55.72,49.67,Vegan
Other,2799.0,106.54,265.8,70.33,24.77,Vegetarian
Other,1350.0,76.02,188.45,50.64,48.71,Keto
Other,1477.0,90.71,228.01,60.54,25.27,Low-Carb
Other,2304.0,62.05,154.28,41.56,8.18,Balanced
Other,2650.0,114.72,286.93,76.18,36.56,Balanced
Other,2106.0,86.37,214.92,57.44,30.99,Low-Carb
Other,1915.0,62.78,158.82,41.7,4.04,Low-Carb
Other,2758.0,130.47,327.39,87.63,6.78,Vegetarian
Other,1645.0,118.05,295.28,78.73,16.47,Paleo
Other,2113.0,109.27,276.31,73.29,13.78,Balanced
Other,1429.0,96.85,240.75,64.21,46.26,Paleo
Other,1812.0,79.52,199.58,53.25,24.72,Low-Carb
Other,1831.0,76.78,191.11,51.03,43.64,Paleo
Other,2463.0,80.38,199.55,53.21,47.36,Low-Carb
Other,2567.0,98.38,243.34,65.74,36.02,Low-Carb
Other,3086.0,94.65,235.62,62.36,19.92,Low-Carb
Other,2927.0,97.16,241.0,64.79,31.73,Vegan
Other,1865.0,76.3,190.46,51.19,0.34,Keto
Other,2416.0,102.34,256.32,68.45,30.46,Balanced
Other,2250.0,87.09,216.28,57.45,17.9,Low-Carb
Other,1785.0,155.2,388.83,103.61,8.53,Vegan
Other,1849.0,102.38,258.2,68.01,10.13,Paleo
Other,1506.0,81.49,204.6,54.68,-0.13,Keto
Other,2209.0,79.14,195.92,52.67,13.67,Keto
Other,2472.0,129.63,322.0,85.96,6.08,Low-Carb
Other,2712.0,65.87,163.47,44.07,34.96,Low-Carb
Other,2142.0,121.19,302.87,80.27,38.81,Low-Carb
Other,3312.0,108.3,269.91,71.37,28.94,Keto
Other,1827.0,102.48,254.77,68.17,8.52,Paleo
Other,1482.0,122.07,304.52,81.48,3.64,Vegan
Other,2173.0,100.95,253.13,67.76,13.56,Keto
Other,2650.0,94.69,235.6,62.27,32.63,Paleo
Other,3070.0,131.23,329.82,88.0,45.19,Keto
Other,1537.0,73.26,184.84,48.92,34.26,Keto
Other,2824.0,97.0,241.77,64.87,32.14,Low-Carb
Other,1856.0,71.76,178.66,47.53,39.66,Vegan
Other,1525.0,107.02,266.31,71.16,11.01,Keto
Other,2079.0,83.52,207.33,55.88,16.05,Vegetarian
Other,2287.0,88.08,221.47,59.32,6.64,Balanced
Other,1417.0,97.51,242.67,64.83,45.65,Paleo
Other,3191.0,75.88,191.81,50.68,43.57,Vegetarian
Other,1334.0,121.27,303.65,81.23,32.19,Paleo
Other,2803.0,89.02,224.09,60.13,21.69,Balanced
Other,2796.0,124.77,313.27,82.96,5.55,Vegan
Other,2936.0,105.91,262.91,70.65,14.08,Keto
Other,3057.0,111.16,278.42,74.27,15.62,Low-Carb
Other,1718.0,90.59,227.58,60.87,22.94,Balanced
Other,1607.0,92.01,229.0,61.37,30.27,Vegetarian
Other,1571.0,84.24,210.96,56.39,16.84,Vegetarian
Other,1661.0,93.79,235.74,62.59,37.27,Paleo
Other,1818.0,114.97,288.0,76.93,25.24,Vegetarian
Other,2114.0,77.34,192.91,51.62,40.05,Keto
Other,1489.0,111.24,278.41,73.89,46.61,Vegetarian
Other,1691.0,92.36,233.74,61.48,15.8,Vegan
Other,3013.0,93.61,234.93,62.17,35.34,Keto
Other,1304.0,80.64,201.72,53.38,-0.19,Balanced
Other,2380.0,101.03,250.75,66.68,15.23,Vegan
Other,1631.0,68.49,172.89,45.35,-0.48,Keto
Other,1439.0,112.69,284.4,75.17,2.48,Balanced
Other,1396.0,93.35,232.31,61.64,11.22,Balanced
Other,2378.0,102.08,256.03,67.94,5.25,Keto
Other,1316.0,88.51,221.53,58.29,34.41,Paleo
Other,1470.0,96.66,243.73,64.96,43.99,Vegan
Other,1406.0,124.14,310.3,82.56,40.91,Keto
Other,2212.0,175.73,438.13,117.01,42.71,Low-Carb
Other,1381.0,97.45,243.38,65.33,6.24,Vegetarian
Other,1858.0,68.38,170.43,45.55,0.08,Vegan
Other,2090.0,108.23,270.91,72.46,12.75,Low-Carb
Other,2381.0,104.21,261.05,69.86,16.31,Balanced
Other,2292.0,92.92,231.76,61.92,9.18,Vegan
Other,1846.0,103.99,262.01,69.75,33.52,Keto
Other,1444.0,103.01,257.48,69.12,40.71,Low-Carb
Other,1697.0,98.25,246.94,65.68,43.05,Low-Carb
Other,1517.0,77.99,193.84,51.99,16.88,Balanced
Other,2273.0,98.33,246.02,65.52,33.33,Keto
Other,1491.0,124.15,312.1,82.82,26.67,Keto
Other,1767.0,84.52,211.64,56.66,10.94,Low-Carb
Other,1318.0,74.03,182.07,49.82,43.65,Vegan
Other,2402.0,100.18,248.8,66.4,8.49,Keto
Other,1723.0,118.22,293.91,78.19,17.94,Balanced
Other,1837.0,120.17,300.01,79.79,15.48,Balanced
Other,1876.0,79.61,200.39,53.87,44.45,Low-Carb
Other,2317.0,62.52,155.78,41.57,7.69,Keto
Other,2166.0,122.98,306.82,81.47,23.78,Balanced
Other,1216.0,93.41,235.33,62.4,18.68,Vegetarian
Other,2377.0,102.27,255.43,68.86,6.38,Balanced
Other,3018.0,61.29,152.65,40.46,46.04,Keto
Other,1571.0,79.73,198.72,53.13,44.46,Vegan
Other,2999.0,82.88,207.95,55.31,42.57,Low-Carb
Other,1857.0,119.63,298.18,79.55,21.07,Balanced
Other,2437.0,92.72,232.39,61.65,12.1,Vegetarian
Other,2343.0,111.86,282.28,74.86,12.51,Keto
Other,1753.0,87.46,220.34,58.1,17.82,Vegetarian
Other,2409.0,112.76,279.23,75.19,19.74,Keto
Other,1263.0,113.96,284.1,75.63,29.33,Vegan
Other,1912.0,158.74,398.9,105.68,32.42,Keto
Other,1645.0,97.75,244.09,65.25,21.96,Low-Carb
Other,1913.0,80.09,202.22,53.98,44.6,Low-Carb
Other,1826.0,86.22,212.27,56.85,13.26,Low-Carb
Other,1403.0,124.06,309.14,82.64,41.41,Vegan
Other,1671.0,103.5,256.16,68.53,40.59,Vegan
Other,3175.0,83.5,208.01,55.25,43.14,Vegetarian
Other,2561.0,112.23,281.76,74.71,33.42,Keto
Other,1866.0,92.96,233.14,61.92,14.97,Balanced
Other,2119.0,83.69,209.45,56.51,17.7,Keto
Other,1508.0,67.76,168.8,45.31,41.35,Balanced
Other,1614.0,78.12,195.63,52.24,1.6,Vegetarian
Other,1071.0,94.85,238.53,63.52,44.15,Keto
Other,1652.0,124.14,312.29,83.8,40.41,Paleo
Other,1391.0,85.7,213.86,57.2,42.26,Keto
Other,3042.0,90.35,225.69,60.19,2.17,Low-Carb
Other,3230.0,132.19,329.26,87.53,45.25,Low-Carb
Other,1686.0,63.72,159.61,42.44,4.5,Balanced
Other,2171.0,160.22,402.34,106.61,37.18,Balanced
Other,2764.0,103.01,255.12,68.17,37.77,Low-Carb
Other,1663.0,129.97,325.13,86.43,18.27,Balanced
Other,3176.0,99.71,251.57,66.96,45.15,Low-Carb
Other,1263.0,127.32,317.81,85.08,40.88,Paleo
Other,2165.0,111.71,276.65,74.73,4.78,Paleo
Other,1163.0,123.81,308.61,82.36,10.24,Balanced
Other,1517.0,75.82,189.81,50.97,41.54,Keto
Other,1771.0,99.46,249.97,66.76,42.01,Vegan
Other,1774.0,99.93,249.57,66.65,28.03,Balanced
Other,1670.0,141.3,353.75,94.76,10.78,Vegetarian
Other,2302.0,139.38,349.64,93.32,16.11,Vegetarian
Other,3065.0,124.16,311.0,83.45,1.25,Keto
Other,1700.0,86.01,215.04,57.08,18.68,Vegan
Other,1630.0,64.12,159.84,42.3,4.65,Keto
Other,1313.0,85.3,212.36,56.64,48.49,Balanced
Other,3488.0,95.07,237.12,63.53,21.1,Keto
Other,1856.0,108.8,270.6,72.81,19.7,Low-Carb
Other,2498.0,100.41,248.51,66.89,6.89,Vegetarian
Other,1850.0,98.08,247.95,65.61,41.59,Vegetarian
Other,1523.0,104.09,258.17,68.6,25.93,Low-Carb
Other,1396.0,84.3,211.35,56.45,6.83,Paleo
Other,1140.0,96.25,239.47,63.42,13.55,Keto
Other,2084.0,70.48,179.6,48.13,7.7,Vegan
Other,3209.0,124.6,310.57,82.91,0.91,Vegan
Other,2905.0,119.4,299.06,79.71,24.29,Balanced
Other,1833.0,115.57,287.3,76.91,30.94,Low-Carb
Other,3180.0,66.07,162.8,44.1,18.53,Vegetarian
Other,1436.0,109.39,274.79,72.91,44.22,Keto
Other,1058.0,138.71,345.89,92.47,20.13,Vegetarian
Other,2954.0,112.67,282.06,74.92,35.11,Vegan
Other,2907.0,98.14,246.37,65.45,16.11,Paleo
Other,1554.0,81.85,207.1,54.67,8.52,Vegetarian
Other,2409.0,94.71,239.94,63.26,12.94,Vegetarian
Other,1768.0,81.52,201.78,53.9,18.4,Keto
Other,2076.0,69.67,172.45,46.39,16.87,Vegetarian
Other,1877.0,81.81,202.98,54.33,41.4,Vegan
Other,1599.0,80.83,199.24,52.94,16.17,Keto
Other,3183.0,112.14,279.66,74.69,17.92,Vegan
Other,2355.0,122.68,306.56,81.44,15.88,Vegan
Other,2470.0,78.79,195.67,51.85,4.25,Paleo
Other,2513.0,126.72,317.0,84.13,38.52,Vegan
Other,1224.0,125.06,307.94,83.46,28.26,Balanced
Other,1515.0,132.9,330.13,88.0,3.91,Vegan
Other,1899.0,83.62,210.47,54.92,20.5,Vegan
Other,2638.0,73.81,184.75,48.94,35.4,Paleo
Other,2167.0,77.4,195.94,52.27,14.58,Low-Carb
Other,1418.0,84.44,211.1,56.52,6.98,Vegetarian
Other,1317.0,123.58,309.46,82.84,21.89,Paleo
Other,2289.0,102.19,256.16,67.81,8.59,Low-Carb
Other,1723.0,85.21,210.69,56.78,32.83,Balanced
Other,1577.0,71.95,180.02,47.71,50.06,Vegetarian
Other,1984.0,164.24,408.74,109.74,19.94,Vegetarian
Other,1558.0,131.92,330.13,87.22,3.8,Low-Carb
Other,1691.0,76.7,191.92,51.18,43.3,Keto
Other,1660.0,113.64,283.48,75.23,30.21,Vegetarian
Other,2425.0,90.5,225.01,60.24,38.71,Paleo
Other,2283.0,98.24,244.52,65.02,37.25,Vegetarian
Other,1332.0,102.19,254.14,67.75,47.4,Balanced
Other,1964.0,104.31,263.56,69.76,19.57,Vegetarian
Other,1749.0,96.85,242.21,64.8,1.61,Balanced
Other,1541.0,102.75,255.39,68.36,23.1,Vegetarian
Other,1292.0,92.71,232.53,62.33,9.82,Balanced
Other,1715.0,93.69,235.92,62.61,37.24,Balanced
Other,1883.0,83.58,209.45,56.39,3.97,Keto
Other,1898.0,108.67,268.47,72.15,34.9,Balanced
Other,2504.0,113.4,280.83,75.01,1.68,Low-Carb
Other,2578.0,72.03,180.5,47.94,10.53,Balanced
Other,1727.0,145.21,365.1,97.42,5.4,Low-Carb
Other,1565.0,84.06,212.13,56.47,41.35,Balanced
Other,1729.0,102.13,255.82,67.98,32.54,Vegetarian
Other,1799.0,116.04,291.12,77.66,37.88,Vegetarian
Other,1630.0,93.6,232.69,62.32,10.48,Paleo
Other,2707.0,78.6,193.42,52.37,3.8,Paleo
Other,1037.0,108.89,271.94,73.0,22.57,Vegetarian
Other,1860.0,92.13,229.71,61.3,32.25,Low-Carb
Other,2010.0,71.52,178.19,47.85,7.53,Low-Carb
Other,1459.0,85.26,213.75,56.96,20.25,Vegetarian
Other,1244.0,92.86,233.4,62.1,9.87,Vegetarian
Other,2037.0,73.92,182.63,49.8,16.08,Balanced
Other,1608.0,97.61,246.76,65.86,43.38,Vegetarian
Other,1182.0,102.69,256.42,67.75,43.79,Vegetarian
Other,2406.0,123.8,308.22,82.58,40.7,Vegetarian
Other,1901.0,81.14,203.79,54.29,0.54,Vegan
Other,1396.0,110.05,275.31,72.88,21.73,Vegan
Other,1978.0,101.71,255.41,68.22,23.11,Vegetarian
Other,1631.0,84.73,211.91,56.36,11.13,Balanced
Other,2022.0,109.81,276.71,73.91,18.34,Vegetarian
Other,2799.0,122.1,303.22,81.24,47.05,Paleo
Other,2370.0,87.71,223.24,59.15,42.13,Keto
Other,1246.0,80.05,201.8,53.97,0.05,Vegan
Other,3046.0,79.26,198.71,53.04,2.33,Vegan
Other,1380.0,95.13,235.47,62.5,47.47,Paleo
Other,3040.0,96.98,241.09,64.26,32.45,Balanced
Other,1270.0,68.42,170.5,46.26,42.58,Vegetarian
Other,1726.0,66.01,167.16,44.19,7.83,Vegan
Other,1782.0,120.75,300.16,80.36,16.08,Keto
Other,1964.0,115.99,289.15,76.95,31.04,Keto
Other,2752.0,105.5,264.55,70.53,24.92,Low-Carb
Other,2202.0,118.5,298.35,78.94,15.77,Keto
Other,2359.0,95.03,237.93,63.38,13.09,Paleo
Other,1994.0,69.64,174.96,46.07,17.07,Vegan
Other,1932.0,78.92,197.3,52.29,42.44,Vegetarian
Other,2149.0,102.49,257.25,68.53,20.57,Vegan
Other,2267.0,94.9,238.82,63.5,13.26,Low-Carb
Other,3023.0,112.06,279.54,74.98,17.79,Low-Carb
Other,2425.0,78.82,196.52,52.61,16.08,Balanced
Other,2023.0,77.85,190.6,51.44,46.82,Paleo
Other,1306.0,82.66,209.57,55.8,16.09,Paleo
Other,2150.0,91.36,228.54,60.81,5.62,Low-Carb
Other,2417.0,139.41,347.92,93.15,3.21,Keto
Other,1448.0,88.22,222.53,58.72,34.22,Vegetarian
Other,2664.0,83.07,205.75,55.63,47.51,Vegan
Other,3174.0,88.67,221.4,58.74,7.58,Vegan
Other,2135.0,78.5,194.66,51.96,8.66,Vegetarian
Other,1788.0,121.55,302.87,81.45,33.3,Keto
Other,3387.0,118.37,297.15,78.97,18.08,Vegetarian
Other,1964.0,98.03,246.27,66.19,40.1,Paleo
Other,2609.0,77.06,193.76,51.08,20.58,Vegan
Other,2599.0,95.04,234.69,63.44,23.55,Low-Carb
Other,1556.0,106.63,267.47,70.99,17.19,Paleo
Other,2019.0,76.86,191.43,51.42,16.52,Vegetarian
Other,1646.0,118.53,297.21,78.78,39.1,Keto
Other,1536.0,79.86,200.95,53.17,16.56,Vegetarian
Other,2676.0,118.2,297.24,79.34,24.89,Keto
Other,1717.0,114.46,283.99,75.49,29.34,Paleo
Other,1792.0,101.93,253.05,67.62,3.48,Paleo
Other,1774.0,82.41,204.83,54.4,19.78,Balanced
Other,2429.0,112.37,278.76,74.7,20.29,Vegan
Other,1911.0,114.29,285.7,76.37,25.47,Vegetarian
Other,1736.0,80.16,199.46,53.05,27.19,Vegan
Other,1215.0,88.64,221.55,58.65,43.74,Vegetarian
Other,1826.0,99.68,249.28,66.5,23.42,Paleo
Other,2691.0,82.52,205.81,54.91,35.87,Vegetarian
Other,2215.0,94.02,238.07,63.07,28.05,Vegetarian
Other,2002.0,111.97,278.3,74.25,27.27,Keto
Other,1754.0,129.49,323.11,85.92,5.73,Keto
